cluster_id,feature,system,evidence_tier,qualification,literature_direction,cluster_zscore,cluster_direction,p_value,q_value_fdr,stat_significance,effect_size_name,effect_size_val,concordance,limitation_qualification,cohort
2,LBXSTP,Hepatic / biliary,C — weak/speculative,Total protein,Exploratory / Unspecified,0.28854206409044164,Higher,4.48246256603199e-11,5.378955079238387e-11,q < 0.05,Eta-squared (eta^2),0.04823415085075677,Unclear / Insufficient Evidence,No direct association established.,B
2,LBXSTB,Hepatic / biliary,B — indirect,Total bilirubin (Pitta biliary/pigmentation),Higher,0.46282210022688625,Higher,5.7762474639082556e-27,1.0663841471830626e-26,q < 0.05,Eta-squared (eta^2),0.11780705474334659,Concordant,Functional alignment; empirical source showed no baseline elevation.,B
2,LBXSCR,Renal / waste clearance,B — indirect,Creatinine,Exploratory / Unspecified,0.7315565712559465,Higher,1.3093187330109473e-87,6.284729918452547e-87,q < 0.05,Eta-squared (eta^2),0.33969451110458515,Unclear / Insufficient Evidence,No baseline difference established across groups.,B
2,LBXSUA,Renal / waste clearance,"A — direct, male-specific",Male-specific (Kapha males),Higher,0.4861785798931449,Higher,5.448652028784405e-73,2.179460811513762e-72,q < 0.05,Eta-squared (eta^2),0.29193147673158837,Concordant,Higher serum uric acid reported in Kapha males.,B
2,LBXSBU,Renal / waste clearance,B — indirect,Blood urea nitrogen,Exploratory / Unspecified,0.26268638490301294,Higher,8.858154633476229e-14,1.1189247958075236e-13,q < 0.05,Eta-squared (eta^2),0.06045021114063645,Unclear / Insufficient Evidence,"Physiologically relevant, no direct baseline association.",B
2,LBXSCA,Electrolytes / minerals,C — weak/speculative,Calcium,Exploratory / Unspecified,0.46901195934558154,Higher,1.5732940233312364e-27,3.1465880466624728e-27,q < 0.05,Eta-squared (eta^2),0.12018427117621736,Unclear / Insufficient Evidence,Tightly homeostatically regulated; no established association.,B
2,LBXSPH,Electrolytes / minerals,"B — indirect, female-specific",Female-specific (Pitta females),Higher,0.02997458206279854,Near cohort reference,8.176917912292797e-05,9.34504904262034e-05,q < 0.05,Eta-squared (eta^2),0.019336761430913483,Unclear / Insufficient Evidence,Higher phosphorus reported in Pitta females; substantial variance.,B
2,LBXSNASI,Electrolytes / minerals,C — weak/speculative,Sodium,Exploratory / Unspecified,0.09280190745803718,Near cohort reference,0.07775464452327158,0.07775464452327158,q >= 0.05,Eta-squared (eta^2),0.005285148085368661,Unclear / Insufficient Evidence,Strong homeostatic regulation.,B
2,LBXSKSI,Electrolytes / minerals,C — weak/speculative,Potassium,Exploratory / Unspecified,0.1207730099532055,Near cohort reference,0.0012880991262422565,0.0013441034360788765,q < 0.05,Eta-squared (eta^2),0.013711330066809375,Unclear / Insufficient Evidence,Not a Dosha biomarker; tightly regulated.,B
2,DXDTOBMD,Body composition,C — exploratory,Total body bone mineral density,Exploratory / Unspecified,0.3654620495533771,Higher,2.2313572569405634e-31,5.355257416657352e-31,q < 0.05,Eta-squared (eta^2),0.13621070057256396,Unclear / Insufficient Evidence,No direct Dosha-specific BMD association established in audited sources.,B
2,DXDTOPF,Body composition,B — indirect,Percent body fat,Higher,-0.9364729544705872,Lower,3.0032734609948796e-138,2.4026187687959037e-137,q < 0.05,Eta-squared (eta^2),0.481577542064912,Discordant,"Measures current adiposity, not constitutional body type.",B
2,DXDTOLE,Body composition,B — indirect,Lean body mass / muscularity,Higher,0.4011675633176652,Higher,1.422850422659043e-147,3.4148410143817036e-146,q < 0.05,Eta-squared (eta^2),0.5041634870475991,Concordant,"Useful physiological dimension, no direct numerical Dosha mapping.",B
2,LBXGLU,Glucose / metabolic,B — indirect,Blood glucose handling,Exploratory / Unspecified,-0.15260101750375843,Near cohort reference,4.219110939566996e-24,6.328666409350494e-24,q < 0.05,Eta-squared (eta^2),0.10565597932237974,Unclear / Insufficient Evidence,"Current glycemic state, not subjective digestive capacity.",B
2,LBXIN,Glucose / metabolic,B — indirect,Endocrine glucose regulation,Exploratory / Unspecified,-0.30788912637948596,Lower,5.838582017505132e-56,2.0017995488589023e-55,q < 0.05,Eta-squared (eta^2),0.23191854968482184,Unclear / Insufficient Evidence,"Physiological proxy, not direct digestive capacity.",B
